Retailer,Retailer ID,Invoice Date,Region,State,City,Beverage Brand,"Days to 
Deliver","Delivery 
Company","Price per 
Unit",Delivery charges,Units Sold,Total Sales,Operating Profit,Operating Margin
Gyaan Beverages,21102,45484,East,West Bengal,Kolkata,Sprite,19,Xpress Bees,25,12,1750,64750,19425,0.3
Gyaan Beverages,21102,45484,East,Arunachal Pradesh,Itanagar,Pepsi,23,Blue Dart,30,15,2000,90000,31500,0.35
Gyaan Beverages,21102,45484,East,Jharkhand,Ranchi,Frooti,26,Xpress Bees,20,12,3750,120000,48000,0.4
Gyaan Beverages,21102,45516,East,Jharkhand,Ranchi,Frooti,27,Blue Dart,20,15,5250,183750,64312.5,0.35
Gyaan Beverages,21102,45516,East,Meghalaya,Shillong,Maaza,32,DTDC,20,15,3000,105000,31500,0.3
Gyaan Beverages,21102,45516,East,Jharkhand,Ranchi,Limca,17,Delhivery,18,10,2250,63000,18900,0.3
Gyaan Beverages,21102,45516,East,Manipur,Imphal,Maaza,47,Delhivery,20,10,2000,60000,18000,0.3
Gyaan Beverages,21102,45516,East,Bihar,Patna,Pepsi,19,Delhivery,30,10,1750,70000,24500,0.35
Gyaan Beverages,21102,45516,East,Manipur,Imphal,Frooti,40,DTDC,20,15,3500,122500,49000,0.4
Gyaan Beverages,21102,45548,East,Odisha,Bhubaneswar,Sprite,59,Delhivery,25,10,4750,166250,58187.5,0.35
Gyaan Beverages,21102,45548,East,Jharkhand,Ranchi,Coca-Cola,30,DTDC,30,15,2750,123750,37125,0.3
Gyaan Beverages,21102,45548,East,West Bengal,Kolkata,Maaza,35,DTDC,20,15,1750,61250,18375,0.3
Gyaan Beverages,21102,45548,East,Assam,Dispur,Coca-Cola,26,DTDC,30,15,1500,67500,20250,0.3
Gyaan Beverages,21102,45548,East,Nagaland,Kohima,Limca,36,Xpress Bees,18,12,1500,45000,15750,0.35
Gyaan Beverages,21102,45548,East,Assam,Dispur,Limca,23,Blue Dart,18,15,2250,74250,29700,0.4
Gyaan Beverages,21102,45577,East,West Bengal,Kolkata,Limca,28,DTDC,18,15,4000,132000,46200,0.35
Gyaan Beverages,21102,45577,East,Assam,Dispur,Sprite,46,DTDC,25,15,2500,100000,30000,0.3
Gyaan Beverages,21102,45577,East,Tripura,Agartala,Maaza,47,Xpress Bees,20,12,1500,48000,14400,0.3
Gyaan Beverages,21102,45577,East,Mizoram,Aizawl,Frooti,57,Xpress Bees,20,12,1250,40000,12000,0.3
Gyaan Beverages,21102,45577,East,Manipur,Imphal,Limca,48,Xpress Bees,18,12,1250,37500,13125,0.35
Gyaan Beverages,21102,45577,East,Jharkhand,Ranchi,Mirinda,36,Blue Dart,18,15,2500,82500,33000,0.4
Gyaan Beverages,21102,45608,East,Mizoram,Aizawl,Mirinda,45,Xpress Bees,18,12,4000,120000,42000,0.35
Gyaan Beverages,21102,45608,East,Sikkim,Gangtok,Sprite,52,DTDC,25,15,2500,100000,30000,0.3
Gyaan Beverages,21102,45608,East,Odisha,Bhubaneswar,Frooti,40,Blue Dart,20,15,1950,68250,20475,0.3
Gyaan Beverages,21102,45608,East,Manipur,Imphal,Maaza,31,Blue Dart,20,15,1750,61250,18375,0.3
Gyaan Beverages,21102,45608,East,Arunachal Pradesh,Itanagar,Frooti,34,Blue Dart,20,15,1500,52500,18375,0.35
Gyaan Beverages,21102,45608,East,Mizoram,Aizawl,Frooti,21,DTDC,20,15,2500,87500,35000,0.4
Gyaan Beverages,21102,45637,East,Tripura,Agartala,Coca-Cola,55,Xpress Bees,30,12,5000,210000,73500,0.35
Gyaan Beverages,21102,45637,East,Arunachal Pradesh,Itanagar,Pepsi,34,DTDC,30,15,3000,135000,40500,0.3
Gyaan Beverages,21102,45637,East,Odisha,Bhubaneswar,Limca,55,DTDC,18,15,2500,82500,24750,0.3
Gyaan Beverages,21102,45637,East,Jharkhand,Ranchi,Coca-Cola,56,Delhivery,30,10,2000,80000,24000,0.3
Gyaan Beverages,21102,45637,East,Tripura,Agartala,Limca,58,Blue Dart,18,15,2000,66000,23100,0.35
Gyaan Beverages,21102,45637,East,West Bengal,Kolkata,Frooti,19,DTDC,20,15,3000,105000,42000,0.4
Gyaan Beverages,21102,45300,East,Assam,Dispur,Mirinda,27,Xpress Bees,18,12,4750,142500,49875,0.35
Gyaan Beverages,21102,45300,East,Nagaland,Kohima,Mirinda,53,Blue Dart,18,15,2750,90750,27225,0.3
Gyaan Beverages,21102,45300,East,Tripura,Agartala,Limca,44,Xpress Bees,18,12,2750,82500,24750,0.3
Gyaan Beverages,21102,45300,East,Meghalaya,Shillong,Mirinda,32,DTDC,18,15,1250,41250,12375,0.3
Gyaan Beverages,21102,45300,East,Arunachal Pradesh,Itanagar,Pepsi,44,Delhivery,30,10,1750,70000,24500,0.35
Gyaan Beverages,21102,45300,East,Manipur,Imphal,Coca-Cola,42,Delhivery,30,10,2750,110000,44000,0.4
Gyaan Beverages,21102,45331,East,Arunachal Pradesh,Itanagar,Sprite,30,DTDC,25,15,5250,210000,73500,0.35
Gyaan Beverages,21102,45331,East,Meghalaya,Shillong,Pepsi,59,Xpress Bees,30,12,1750,73500,22050,0.3
Gyaan Beverages,21102,45331,East,Bihar,Patna,Maaza,39,Blue Dart,20,15,2250,78750,23625,0.3
Gyaan Beverages,21102,45331,East,Mizoram,Aizawl,Mirinda,41,Xpress Bees,18,12,1000,30000,9000,0.3
Gyaan Beverages,21102,45331,East,Nagaland,Kohima,Mirinda,23,DTDC,18,15,1750,57750,20212.5,0.35
Gyaan Beverages,21102,45331,East,Arunachal Pradesh,Itanagar,Coca-Cola,21,Xpress Bees,30,12,2750,115500,46200,0.4
Gyaan Beverages,21102,45359,East,Nagaland,Kohima,Limca,35,Delhivery,18,10,4950,138600,48510,0.35
Gyaan Beverages,21102,45359,East,Bihar,Patna,Mirinda,31,Delhivery,18,10,2000,56000,16800,0.3
Gyaan Beverages,21102,45359,East,Arunachal Pradesh,Itanagar,Maaza,32,Delhivery,20,10,2250,67500,20250,0.3
Gyaan Beverages,21102,45359,East,Manipur,Imphal,Frooti,60,Delhivery,20,10,750,22500,6750,0.3
Gyaan Beverages,21102,45359,East,West Bengal,Kolkata,Maaza,23,Blue Dart,20,15,1250,43750,15312.5,0.35
Gyaan Beverages,21102,45359,East,Sikkim,Gangtok,Maaza,43,Delhivery,20,10,2250,67500,27000,0.4
Gyaan Beverages,21102,45391,East,Assam,Dispur,Pepsi,57,Blue Dart,30,15,4500,202500,70875,0.35
Gyaan Beverages,21102,45391,East,Bihar,Patna,Limca,54,Xpress Bees,18,12,1500,45000,13500,0.3
Gyaan Beverages,21102,45391,East,Manipur,Imphal,Coca-Cola,34,Xpress Bees,30,12,1500,63000,18900,0.3
Gyaan Beverages,21102,45391,East,Manipur,Imphal,Mirinda,25,DTDC,18,15,750,24750,7425,0.3
Gyaan Beverages,21102,45391,East,Meghalaya,Shillong,Coca-Cola,41,Xpress Bees,30,12,1000,42000,14700,0.35
Gyaan Beverages,21102,45391,East,Nagaland,Kohima,Mirinda,48,Xpress Bees,18,12,2250,67500,27000,0.4
Gyaan Beverages,21102,45422,East,Mizoram,Aizawl,Maaza,30,Delhivery,20,10,4950,148500,51975,0.35
Gyaan Beverages,21102,45422,East,Tripura,Agartala,Mirinda,35,Xpress Bees,18,12,2000,60000,18000,0.3
Gyaan Beverages,21102,45422,East,Nagaland,Kohima,Maaza,41,Delhivery,20,10,1750,52500,15750,0.3
Gyaan Beverages,21102,45422,East,West Bengal,Kolkata,Frooti,42,DTDC,20,15,1000,35000,10500,0.3
Gyaan Beverages,21102,45422,East,Sikkim,Gangtok,Coca-Cola,32,DTDC,30,15,1250,56250,19687.5,0.35
Gyaan Beverages,21102,45422,East,Jharkhand,Ranchi,Maaza,53,Blue Dart,20,15,2500,87500,35000,0.4
Gyaan Beverages,21102,45452,East,Manipur,Imphal,Coca-Cola,47,Blue Dart,30,15,5000,225000,78750,0.35
Gyaan Beverages,21102,45452,East,Mizoram,Aizawl,Sprite,35,Delhivery,25,10,2500,87500,26250,0.3
Gyaan Beverages,21102,45452,East,Nagaland,Kohima,Frooti,16,Blue Dart,20,15,2000,70000,21000,0.3
Gyaan Beverages,21102,45452,East,Mizoram,Aizawl,Sprite,16,DTDC,25,15,1750,70000,21000,0.3
Gyaan Beverages,21102,45452,East,Tripura,Agartala,Mirinda,47,DTDC,18,15,1750,57750,20212.5,0.35
Gyaan Beverages,21102,45452,East,Assam,Dispur,Limca,19,Blue Dart,18,15,3250,107250,42900,0.4
Gyaan Beverages,21102,45481,East,Meghalaya,Shillong,Sprite,31,Xpress Bees,25,12,5500,203500,71225,0.35
Gyaan Beverages,21102,45481,East,West Bengal,Kolkata,Sprite,24,Xpress Bees,25,12,3000,111000,33300,0.3
Gyaan Beverages,21102,45481,East,Tripura,Agartala,Coca-Cola,54,DTDC,30,15,2250,101250,30375,0.3
Gyaan Beverages,21102,45481,East,Manipur,Imphal,Maaza,34,Blue Dart,20,15,1750,61250,18375,0.3
Gyaan Beverages,21102,45481,East,Jharkhand,Ranchi,Limca,18,Delhivery,18,10,2000,56000,19600,0.35
Gyaan Beverages,21102,45481,East,Mizoram,Aizawl,Frooti,56,Delhivery,20,10,3750,112500,45000,0.4
Gyaan Beverages,21102,45513,East,Tripura,Agartala,Maaza,29,Delhivery,20,10,5250,157500,55125,0.35
Gyaan Beverages,21102,45513,East,Bihar,Patna,Coca-Cola,50,DTDC,30,15,3000,135000,40500,0.3
Gyaan Beverages,21102,45513,East,Manipur,Imphal,Limca,48,Xpress Bees,18,12,2250,67500,20250,0.3
Gyaan Beverages,21102,45513,East,Assam,Dispur,Coca-Cola,49,Delhivery,30,10,2000,80000,24000,0.3
Gyaan Beverages,21102,45513,East,Meghalaya,Shillong,Coca-Cola,19,Delhivery,30,10,1750,70000,24500,0.35
Gyaan Beverages,21102,45513,East,Nagaland,Kohima,Maaza,16,DTDC,20,15,3500,122500,49000,0.4
Gyaan Beverages,21102,45545,East,Assam,Dispur,Sprite,31,Delhivery,25,10,4750,166250,58187.5,0.35
Gyaan Beverages,21102,45545,East,Sikkim,Gangtok,Sprite,27,Delhivery,25,10,2750,96250,28875,0.3
Gyaan Beverages,21102,45545,East,West Bengal,Kolkata,Limca,54,Xpress Bees,18,12,1750,52500,15750,0.3
Gyaan Beverages,21102,45545,East,Nagaland,Kohima,Coca-Cola,59,Xpress Bees,30,12,1500,63000,18900,0.3
Gyaan Beverages,21102,45545,East,Meghalaya,Shillong,Pepsi,26,Delhivery,30,10,1500,60000,21000,0.35
Gyaan Beverages,21102,45545,East,Assam,Dispur,Frooti,31,DTDC,20,15,2250,78750,31500,0.4
Gyaan Beverages,21102,45574,East,Odisha,Bhubaneswar,Mirinda,56,DTDC,18,15,4000,132000,46200,0.35
Gyaan Beverages,21102,45574,East,Odisha,Bhubaneswar,Mirinda,36,Delhivery,18,10,2500,70000,21000,0.3
Gyaan Beverages,21102,45574,East,Sikkim,Gangtok,Limca,48,DTDC,18,15,1500,49500,14850,0.3
Gyaan Beverages,21102,45574,East,Mizoram,Aizawl,Coca-Cola,55,Xpress Bees,30,12,1250,52500,15750,0.3
Gyaan Beverages,21102,45574,East,Arunachal Pradesh,Itanagar,Frooti,52,DTDC,20,15,1250,43750,15312.5,0.35
Gyaan Beverages,21102,45574,East,Bihar,Patna,Maaza,31,Delhivery,20,10,2500,75000,30000,0.4
Gyaan Beverages,21102,45605,East,Assam,Dispur,Pepsi,37,DTDC,30,15,4000,180000,63000,0.35
Gyaan Beverages,21102,45605,East,Nagaland,Kohima,Frooti,39,Delhivery,20,10,2500,75000,22500,0.3
Gyaan Beverages,21102,45605,East,West Bengal,Kolkata,Sprite,30,Xpress Bees,25,12,1950,72150,21645,0.3
Gyaan Beverages,21102,45605,East,Mizoram,Aizawl,Limca,36,DTDC,18,15,1750,57750,17325,0.3
Gyaan Beverages,21102,45605,East,Jharkhand,Ranchi,Pepsi,51,DTDC,30,15,1500,67500,23625,0.35
Gyaan Beverages,21102,45605,East,Nagaland,Kohima,Pepsi,32,Delhivery,30,10,2500,100000,40000,0.4
Gyaan Beverages,21102,45634,East,Assam,Dispur,Coca-Cola,44,Xpress Bees,30,12,5000,210000,73500,0.35
Gyaan Beverages,21102,45634,East,Sikkim,Gangtok,Mirinda,33,Delhivery,18,10,3000,84000,25200,0.3
Gyaan Beverages,21102,45634,East,Odisha,Bhubaneswar,Frooti,33,Delhivery,20,10,2500,75000,22500,0.3
Gyaan Beverages,21102,45634,East,Bihar,Patna,Frooti,60,Delhivery,20,10,2000,60000,18000,0.3
Gyaan Beverages,21102,45634,East,Nagaland,Kohima,Pepsi,23,Xpress Bees,30,12,2000,84000,29400,0.35
Gyaan Beverages,21102,45634,East,Meghalaya,Shillong,Maaza,53,Delhivery,20,10,3000,90000,36000,0.4
Gyaan Beverages,21102,45297,East,Jharkhand,Ranchi,Maaza,23,Blue Dart,20,15,4500,157500,47250,0.3
Gyaan Beverages,21102,45297,East,Sikkim,Gangtok,Pepsi,59,Blue Dart,30,15,2500,112500,39375,0.35
Gyaan Beverages,21102,45297,East,Arunachal Pradesh,Itanagar,Coca-Cola,52,Delhivery,30,10,2500,100000,30000,0.3
Gyaan Beverages,21102,45297,East,West Bengal,Kolkata,Frooti,40,Blue Dart,20,15,1000,35000,10500,0.3
Gyaan Beverages,21102,45297,East,Bihar,Patna,Limca,42,Delhivery,18,10,1500,42000,21000,0.5
Gyaan Beverages,21102,45297,East,Mizoram,Aizawl,Limca,33,Xpress Bees,18,12,2500,75000,30000,0.4
Gyaan Beverages,21102,45328,East,Odisha,Bhubaneswar,Sprite,35,Xpress Bees,25,12,5000,185000,55500,0.3
Gyaan Beverages,21102,45328,East,Assam,Dispur,Mirinda,50,Xpress Bees,18,12,1500,45000,15750,0.35
Gyaan Beverages,21102,45328,East,Odisha,Bhubaneswar,Pepsi,17,Blue Dart,30,15,2000,90000,27000,0.3
Gyaan Beverages,21102,45328,East,Arunachal Pradesh,Itanagar,Pepsi,40,Blue Dart,30,15,750,33750,10125,0.3
Gyaan Beverages,21102,45328,East,West Bengal,Kolkata,Pepsi,59,DTDC,30,15,1500,67500,33750,0.5
Gyaan Beverages,21102,45328,East,Sikkim,Gangtok,Coca-Cola,40,DTDC,30,15,2500,112500,45000,0.4
Gyaan Beverages,21102,45356,East,Tripura,Agartala,Mirinda,36,Blue Dart,18,15,4700,155100,46530,0.3
Gyaan Beverages,21102,45356,East,West Bengal,Kolkata,Pepsi,23,Xpress Bees,30,12,1750,73500,25725,0.35
Gyaan Beverages,21102,45356,East,Mizoram,Aizawl,Sprite,45,Xpress Bees,25,12,2250,83250,24975,0.3
Gyaan Beverages,21102,45356,East,Nagaland,Kohima,Maaza,57,DTDC,20,15,1000,35000,10500,0.3
Gyaan Beverages,21102,45356,East,Jharkhand,Ranchi,Maaza,51,DTDC,20,15,1500,52500,26250,0.5
Gyaan Beverages,21102,45356,East,Manipur,Imphal,Frooti,17,Xpress Bees,20,12,2500,80000,32000,0.4
Gyaan Beverages,21102,45388,East,Odisha,Bhubaneswar,Limca,57,Delhivery,18,10,4750,133000,39900,0.3
Gyaan Beverages,21102,45388,East,Meghalaya,Shillong,Limca,32,Xpress Bees,18,12,1750,52500,18375,0.35
Gyaan Beverages,21102,45388,East,Meghalaya,Shillong,Sprite,60,DTDC,25,15,1750,70000,21000,0.3
Gyaan Beverages,21102,45388,East,Bihar,Patna,Limca,28,Xpress Bees,18,12,1000,30000,9000,0.3
Gyaan Beverages,21102,45388,East,West Bengal,Kolkata,Pepsi,34,Blue Dart,30,15,1250,56250,28125,0.5
Gyaan Beverages,21102,45388,East,Jharkhand,Ranchi,Mirinda,38,Blue Dart,18,15,2500,82500,33000,0.4
Gyaan Beverages,21102,45419,East,Mizoram,Aizawl,Limca,39,Blue Dart,18,15,5200,171600,51480,0.3
Gyaan Beverages,21102,45419,East,Assam,Dispur,Pepsi,20,Delhivery,30,10,2250,90000,31500,0.35
Gyaan Beverages,21102,45419,East,Arunachal Pradesh,Itanagar,Frooti,26,DTDC,20,15,2000,70000,21000,0.3
Gyaan Beverages,21102,45419,East,West Bengal,Kolkata,Pepsi,49,DTDC,30,15,1250,56250,16875,0.3
Gyaan Beverages,21102,45419,East,West Bengal,Kolkata,Maaza,23,Xpress Bees,20,12,1500,48000,24000,0.5
Gyaan Beverages,21102,45419,East,Meghalaya,Shillong,Sprite,59,Xpress Bees,25,12,2750,101750,40700,0.4
Gyaan Beverages,21102,45449,East,Tripura,Agartala,Coca-Cola,24,Xpress Bees,30,12,5250,220500,66150,0.3
Gyaan Beverages,21102,45449,East,Assam,Dispur,Frooti,47,DTDC,20,15,2750,96250,33687.5,0.35
Gyaan Beverages,21102,45449,East,Odisha,Bhubaneswar,Pepsi,56,Xpress Bees,30,12,2000,84000,25200,0.3
Gyaan Beverages,21102,45449,East,Jharkhand,Ranchi,Maaza,36,DTDC,20,15,1750,61250,18375,0.3
Gyaan Beverages,21102,45449,East,Nagaland,Kohima,Sprite,38,Xpress Bees,25,12,1750,64750,32375,0.5
Gyaan Beverages,21102,45449,East,Odisha,Bhubaneswar,Mirinda,31,DTDC,18,15,3250,107250,42900,0.4
Gyaan Beverages,21102,45478,East,Jharkhand,Ranchi,Coca-Cola,26,Blue Dart,30,15,5500,247500,74250,0.3
Gyaan Beverages,21102,45478,East,Sikkim,Gangtok,Frooti,28,DTDC,20,15,3000,105000,36750,0.35
Gyaan Beverages,21102,45478,East,Jharkhand,Ranchi,Sprite,44,Xpress Bees,25,12,2250,83250,24975,0.3
Gyaan Beverages,21102,45478,East,Tripura,Agartala,Sprite,28,Delhivery,25,10,1750,61250,18375,0.3
Gyaan Beverages,21102,45478,East,Jharkhand,Ranchi,Limca,28,Xpress Bees,18,12,2000,60000,30000,0.5
Gyaan Beverages,21102,45478,East,Odisha,Bhubaneswar,Frooti,22,Delhivery,20,10,3750,112500,45000,0.4
Gyaan Beverages,21102,45510,East,Tripura,Agartala,Coca-Cola,57,Delhivery,30,10,5250,210000,63000,0.3
Gyaan Beverages,21102,45510,East,Manipur,Imphal,Coca-Cola,20,Xpress Bees,30,12,3000,126000,44100,0.35
Gyaan Beverages,21102,45510,East,Bihar,Patna,Pepsi,31,Xpress Bees,30,12,2250,94500,28350,0.3
Gyaan Beverages,21102,45510,East,Manipur,Imphal,Maaza,54,Delhivery,20,10,2000,60000,18000,0.3
Gyaan Beverages,21102,45510,East,Bihar,Patna,Coca-Cola,20,DTDC,30,15,1750,78750,39375,0.5
Gyaan Beverages,21102,45510,East,Assam,Dispur,Mirinda,32,Delhivery,18,10,3500,98000,39200,0.4
Gyaan Beverages,21102,45542,East,Arunachal Pradesh,Itanagar,Mirinda,36,Delhivery,18,10,4750,133000,39900,0.3
Gyaan Beverages,21102,45542,East,Arunachal Pradesh,Itanagar,Coca-Cola,32,Delhivery,30,10,2750,110000,38500,0.35
Gyaan Beverages,21102,45542,East,Mizoram,Aizawl,Maaza,56,DTDC,20,15,1750,61250,18375,0.3
Gyaan Beverages,21102,45542,East,Bihar,Patna,Sprite,35,DTDC,25,15,1500,60000,18000,0.3
Gyaan Beverages,21102,45542,East,Meghalaya,Shillong,Frooti,51,Xpress Bees,20,12,1500,48000,24000,0.5
Gyaan Beverages,21102,45542,East,Meghalaya,Shillong,Coca-Cola,56,Blue Dart,30,15,2250,101250,40500,0.4
Gyaan Beverages,21102,45571,East,Tripura,Agartala,Maaza,52,DTDC,20,15,4000,140000,42000,0.3
Gyaan Beverages,21102,45571,East,Arunachal Pradesh,Itanagar,Limca,36,Delhivery,18,10,2500,70000,24500,0.35
Gyaan Beverages,21102,45571,East,Sikkim,Gangtok,Pepsi,49,Blue Dart,30,15,1500,67500,20250,0.3
Gyaan Beverages,21102,45571,East,Odisha,Bhubaneswar,Sprite,35,DTDC,25,15,1250,50000,15000,0.3
Gyaan Beverages,21102,45571,East,Nagaland,Kohima,Maaza,49,DTDC,20,15,1250,43750,21875,0.5
Gyaan Beverages,21102,45571,East,Bihar,Patna,Maaza,24,Xpress Bees,20,12,2500,80000,32000,0.4
Gyaan Beverages,21102,45602,East,Bihar,Patna,Frooti,32,Blue Dart,20,15,4000,140000,42000,0.3
Gyaan Beverages,21102,45602,East,Jharkhand,Ranchi,Coca-Cola,30,DTDC,30,15,2750,123750,43312.5,0.35
Gyaan Beverages,21102,45602,East,Jharkhand,Ranchi,Limca,45,Blue Dart,18,15,2200,72600,21780,0.3
Gyaan Beverages,21102,45602,East,Meghalaya,Shillong,Coca-Cola,15,DTDC,30,15,2000,90000,27000,0.3
Gyaan Beverages,21102,45602,East,Nagaland,Kohima,Sprite,18,Blue Dart,25,15,1750,70000,35000,0.5
Gyaan Beverages,21102,45602,East,Manipur,Imphal,Maaza,45,Blue Dart,20,15,2750,96250,38500,0.4
Gyaan Beverages,21102,45631,East,Meghalaya,Shillong,Frooti,40,Xpress Bees,20,12,5250,168000,50400,0.3
Gyaan Beverages,21102,45631,East,Meghalaya,Shillong,Frooti,26,Delhivery,20,10,3250,97500,34125,0.35
Gyaan Beverages,21102,45631,East,Sikkim,Gangtok,Sprite,21,DTDC,25,15,2750,110000,33000,0.3
Gyaan Beverages,21102,45631,East,Sikkim,Gangtok,Coca-Cola,28,Blue Dart,30,15,2250,101250,30375,0.3
Gyaan Beverages,21102,45631,East,Tripura,Agartala,Pepsi,27,DTDC,30,15,2250,101250,50625,0.5
Gyaan Beverages,21102,45631,East,Arunachal Pradesh,Itanagar,Maaza,56,Delhivery,20,10,3250,97500,39000,0.4
Gyaan Beverages,21102,45294,East,Bihar,Patna,Limca,49,Delhivery,18,10,4500,126000,37800,0.3
Gyaan Beverages,21102,45294,East,Jharkhand,Ranchi,Coca-Cola,41,DTDC,30,15,2500,112500,39375,0.35
Gyaan Beverages,21102,45294,East,Bihar,Patna,Mirinda,51,Delhivery,18,10,2500,70000,21000,0.3
Gyaan Beverages,21102,45294,East,Manipur,Imphal,Maaza,19,Xpress Bees,20,12,1000,32000,9600,0.3
Gyaan Beverages,21102,45294,East,Sikkim,Gangtok,Coca-Cola,21,Delhivery,30,10,1500,60000,30000,0.5
Gyaan Beverages,21102,45294,East,Mizoram,Aizawl,Pepsi,42,Blue Dart,30,15,2500,112500,45000,0.4
Gyaan Beverages,21102,45325,East,Mizoram,Aizawl,Maaza,36,Xpress Bees,20,12,5000,160000,48000,0.3
Gyaan Beverages,21102,45325,East,West Bengal,Kolkata,Mirinda,23,Xpress Bees,18,12,1500,45000,15750,0.35
Gyaan Beverages,21102,45325,East,Meghalaya,Shillong,Mirinda,53,DTDC,18,15,2000,66000,19800,0.3
Gyaan Beverages,21102,45325,East,Manipur,Imphal,Limca,34,Blue Dart,18,15,750,24750,7425,0.3
Gyaan Beverages,21102,45325,East,Tripura,Agartala,Maaza,16,Blue Dart,20,15,1500,52500,26250,0.5
Gyaan Beverages,21102,45325,East,Odisha,Bhubaneswar,Mirinda,37,DTDC,18,15,2500,82500,33000,0.4
Gyaan Beverages,21102,45353,East,Tripura,Agartala,Mirinda,37,Delhivery,18,10,4700,131600,39480,0.3
Gyaan Beverages,21102,45353,East,Assam,Dispur,Frooti,25,Blue Dart,20,15,1750,61250,21437.5,0.35
Gyaan Beverages,21102,45353,East,Jharkhand,Ranchi,Maaza,28,DTDC,20,15,2250,78750,23625,0.3
Gyaan Beverages,21102,45353,East,Assam,Dispur,Mirinda,39,DTDC,18,15,750,24750,7425,0.3
Gyaan Beverages,21102,45353,East,Jharkhand,Ranchi,Mirinda,39,Blue Dart,18,15,1250,41250,20625,0.5
Gyaan Beverages,21102,45353,East,Sikkim,Gangtok,Maaza,46,DTDC,20,15,2250,78750,31500,0.4
Gyaan Beverages,21102,45385,East,Nagaland,Kohima,Frooti,49,Xpress Bees,20,12,4500,144000,43200,0.3
Gyaan Beverages,21102,45385,East,Bihar,Patna,Pepsi,29,Xpress Bees,30,12,1500,63000,22050,0.35
Gyaan Beverages,21102,45385,East,Tripura,Agartala,Sprite,54,DTDC,25,15,1500,60000,18000,0.3
Gyaan Beverages,21102,45385,East,Assam,Dispur,Limca,36,Delhivery,18,10,750,21000,6300,0.3
Gyaan Beverages,21102,45385,East,Jharkhand,Ranchi,Limca,30,Blue Dart,18,15,1000,33000,16500,0.5
Gyaan Beverages,21102,45385,East,Mizoram,Aizawl,Pepsi,49,Delhivery,30,10,2250,90000,36000,0.4
Gyaan Beverages,21102,45416,East,Manipur,Imphal,Limca,59,Delhivery,18,10,4950,138600,41580,0.3
Gyaan Beverages,21102,45416,East,Mizoram,Aizawl,Frooti,26,Blue Dart,20,15,2000,70000,24500,0.35
Gyaan Beverages,21102,45416,East,Bihar,Patna,Maaza,52,Blue Dart,20,15,1750,61250,18375,0.3
Gyaan Beverages,21102,45416,East,Manipur,Imphal,Pepsi,22,Blue Dart,30,15,1500,67500,20250,0.3
Gyaan Beverages,21102,45416,East,Nagaland,Kohima,Sprite,24,Blue Dart,25,15,1750,70000,35000,0.5
Gyaan Beverages,21102,45416,East,Jharkhand,Ranchi,Coca-Cola,33,DTDC,30,15,3000,135000,54000,0.4
Gyaan Beverages,21102,45446,East,Jharkhand,Ranchi,Limca,46,Xpress Bees,18,12,5500,165000,49500,0.3
Gyaan Beverages,21102,45446,East,Jharkhand,Ranchi,Limca,37,Blue Dart,18,15,3000,99000,34650,0.35
Gyaan Beverages,21102,45446,East,Nagaland,Kohima,Coca-Cola,53,Xpress Bees,30,12,2000,84000,25200,0.3
Gyaan Beverages,21102,45446,East,Manipur,Imphal,Sprite,43,Delhivery,25,10,1750,61250,18375,0.3
Gyaan Beverages,21102,45446,East,Jharkhand,Ranchi,Pepsi,55,Delhivery,30,10,1750,70000,35000,0.5
Gyaan Beverages,21102,45446,East,Arunachal Pradesh,Itanagar,Pepsi,19,Xpress Bees,30,12,3250,136500,54600,0.4
Gyaan Beverages,21102,45475,East,Manipur,Imphal,Coca-Cola,32,Blue Dart,30,15,5500,247500,74250,0.3
Gyaan Beverages,21102,45475,East,Odisha,Bhubaneswar,Pepsi,28,Delhivery,30,10,3000,120000,42000,0.35
Gyaan Beverages,21102,45475,East,Jharkhand,Ranchi,Maaza,46,DTDC,20,15,2250,78750,23625,0.3
Gyaan Beverages,21102,45475,East,Meghalaya,Shillong,Maaza,20,Xpress Bees,20,12,1750,56000,16800,0.3
Gyaan Beverages,21102,45475,East,Arunachal Pradesh,Itanagar,Maaza,25,Blue Dart,20,15,2000,70000,35000,0.5
Gyaan Beverages,21102,45475,East,Arunachal Pradesh,Itanagar,Sprite,17,Xpress Bees,25,12,3750,138750,55500,0.4
Gyaan Beverages,21102,45507,East,Sikkim,Gangtok,Frooti,43,DTDC,20,15,5250,183750,55125,0.3
Gyaan Beverages,21102,45507,East,Odisha,Bhubaneswar,Maaza,60,Delhivery,20,10,3000,90000,31500,0.35
Gyaan Beverages,21102,45507,East,West Bengal,Kolkata,Coca-Cola,42,Xpress Bees,30,12,2250,94500,28350,0.3
Gyaan Beverages,21102,45507,East,Odisha,Bhubaneswar,Sprite,20,DTDC,25,15,2000,80000,24000,0.3
Gyaan Beverages,21102,45507,East,Sikkim,Gangtok,Limca,19,Xpress Bees,18,12,1750,52500,26250,0.5
Gyaan Beverages,21102,45507,East,Odisha,Bhubaneswar,Sprite,37,Blue Dart,25,15,3500,140000,56000,0.4
Gyaan Beverages,21102,45539,East,Manipur,Imphal,Maaza,51,DTDC,20,15,4750,166250,49875,0.3
Gyaan Beverages,21102,45539,East,Bihar,Patna,Limca,29,Xpress Bees,18,12,2500,75000,26250,0.35
Gyaan Beverages,21102,45539,East,Jharkhand,Ranchi,Pepsi,22,Delhivery,30,10,1500,60000,18000,0.3
